"ano","estado_civil","idade","raca","renda","partido","religiao","denominacao","horas_tv"
2000,"Divorciado(a)",48,"Branca","US$ 25000 ou mais","Independente","Protestante","Batistas do sul",NA
2000,"Casado(a)",32,"Branca","US$ 6000 - 6999","Não fortemente repubicano","Protestante","Sem denominação",2
2000,"Casado(a)",68,"Branca","Não se aplica","Fortemente republicano","Protestante","Igreja Presbiteriana dos EUA",3
2000,"Casado(a)",45,"Branca","Se negou a responder","Não fortemente repubicano","Protestante","Igreja luterana americana",2
2000,"Casado(a)",52,"Outra","US$ 20000 - 24999","Fortemente democrata","Protestante","Batistas do sul",2
2000,"Casado(a)",49,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Igreja metodista unida",3
2000,"Divorciado(a)",27,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Batistas do sul",NA
2000,"Nunca casou",46,"Negra","US$ 10000 - 14999","Independente","Cristã","Não se aplica",NA
2000,"Separado(a)",43,"Branca","US$ 8000 - 9999","Independente","Católica","Não se aplica",3
2000,"Nunca casou",21,"Outra","US$ 10000 - 14999","Independente","Católica","Não se aplica",5
2000,"Casado(a)",38,"Negra","US$ 20000 - 24999","Fortemente democrata","Protestante","Batistas do sul",NA
2000,"Divorciado(a)",51,"Negra","US$ 20000 - 24999","Independente","Protestante","União presbiteriana de igrejas",1
2000,"Casado(a)",24,"Branca","Não se aplica","Independente","Inter não denominacional","Não se aplica",5
2000,"Casado(a)",73,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Igreja luterana americana",NA
2000,"Divorciado(a)",49,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Católica","Não se aplica",NA
2000,"Viúvo(a)",89,"Branca","Não se aplica","Fortemente republicano","Protestante","Sem resposta",NA
2000,"Viúvo(a)",78,"Branca","Não se aplica","Independente, inclinação republicana","Católica","Não se aplica",2
2000,"Divorciado(a)",45,"Branca","US$ 20000 - 24999","Independente, inclinação democrata","Protestante","Igreja luterana americana",3
2000,"Divorciado(a)",36,"Branca","Não se aplica","Fortemente democrata","Protestante","Evangélica luterana",4
2000,"Casado(a)",40,"Branca","US$ 10000 - 14999","Independente, inclinação democrata","Protestante","Igreja luterana dos EUA",1
2000,"Casado(a)",69,"Branca","Não se aplica","Independente","Protestante","Luterana, não sabe qual",8
2000,"Nunca casou",28,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Católica","Não se aplica",3
2000,"Nunca casou",19,"Branca","US$ 10000 - 14999","Independente, inclinação republicana","Protestante","Associação batista estadounidense",4
2000,"Nunca casou",28,"Branca","US$ 10000 - 14999","Independente","Católica","Não se aplica",2
2000,"Divorciado(a)",33,"Branca","Não se aplica","Independente","Católica","Não se aplica",3
2000,"Nunca casou",21,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Igreja luterana americana",NA
2000,"Nunca casou",35,"Branca","US$ 20000 - 24999","Fortemente republicano","Protestante","Igreja luterana americana",NA
2000,"Nunca casou",27,"Outra","US$ 15000 - 19999","Independente","Católica","Não se aplica",NA
2000,"Nunca casou",21,"Branca","Não se aplica","Fortemente republicano","Protestante","Sem resposta",4
2000,"Nunca casou",49,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Sínodo luterano",1
2000,"Nunca casou",46,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","União presbiteriana de igrejas",2
2000,"Casado(a)",56,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",NA
2000,"Casado(a)",63,"Branca","Menos de US$ 1000","Independente","Católica","Não se aplica",2
2000,"Casado(a)",43,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Luterana, não sabe qual",NA
2000,"Casado(a)",21,"Branca","US$ 10000 - 14999","Independente, inclinação republicana","Católica","Não se aplica",NA
2000,"Nunca casou",23,"Branca","Não se aplica","Não fortemente repubicano","Católica","Não se aplica",1
2000,"Casado(a)",48,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Batistas do sul",0
2000,"Nunca casou",22,"Negra","US$ 15000 - 19999","Não fortemente democrata","Protestante","Batistas do sul",6
2000,"Casado(a)",26,"Negra","US$ 10000 - 14999","Independente, inclinação democrata","Protestante","Outras batistas",4
2000,"Casado(a)",22,"Branca","US$ 10000 - 14999","Independente, inclinação republicana","Protestante","Associação batista estadounidense",2
2000,"Casado(a)",28,"Branca","US$ 1000 - 2999","Não fortemente repubicano","Protestante","Outra",NA
2000,"Divorciado(a)",67,"Branca","Não se aplica","Não fortemente democrata","Protestante","Igreja metodista unida",5
2000,"Viúvo(a)",83,"Branca","Não se aplica","Fortemente republicano","Protestante","Outra",1
2000,"Casado(a)",64,"Branca","Não se aplica","Fortemente republicano","Protestante","Batistas do sul",4
2000,"Casado(a)",24,"Branca","US$ 1000 - 2999","Não fortemente repubicano","Católica","Não se aplica",NA
2000,"Divorciado(a)",57,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Outra",NA
2000,"Casado(a)",32,"Branca","US$ 10000 - 14999","Independente","Nenhuma","Não se aplica",1
2000,"Divorciado(a)",33,"Branca","US$ 15000 - 19999","Independente","Nenhuma","Não se aplica",2
2000,"Casado(a)",32,"Outra","US$ 4000 - 4999","Não fortemente democrata","Católica","Não se aplica",NA
2000,"Divorciado(a)",33,"Branca","Não se aplica","Fortemente republicano","Protestante","Outras batistas",2
2000,"Divorciado(a)",76,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Não sabe",NA
2000,"Viúvo(a)",68,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Outras luteranas",12
2000,"Casado(a)",35,"Outra","US$ 10000 - 14999","Independente","Católica","Não se aplica",0
2000,"Divorciado(a)",48,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Batistas do sul",NA
2000,"Casado(a)",60,"Branca","Não se aplica","Independente","Católica","Não se aplica",4
2000,"Nunca casou",19,"Branca","US$ 8000 - 9999","Independente","Nenhuma","Não se aplica",3
2000,"Casado(a)",45,"Branca","US$ 6000 - 6999","Independente","Católica","Não se aplica",4
2000,"Casado(a)",29,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Protestante","Outras batistas",1
2000,"Nunca casou",36,"Branca","US$ 25000 ou mais","Independente, inclinação democrata","Protestante","Igreja metodista unida",3
2000,"Viúvo(a)",61,"Branca","Se negou a responder","Não fortemente repubicano","Protestante","Outra",2
2000,"Casado(a)",41,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Sem denominação",3
2000,"Nunca casou",30,"Outra","US$ 25000 ou mais","Independente","Católica","Não se aplica",NA
2000,"Viúvo(a)",70,"Branca","US$ 15000 - 19999","Independente, inclinação democrata","Católica","Não se aplica",4
2000,"Casado(a)",62,"Branca","US$ 10000 - 14999","Não fortemente repubicano","Protestante","Igreja luterana americana",NA
2000,"Casado(a)",53,"Branca","Se negou a responder","Não fortemente repubicano","Protestante","Igreja metodista unida",1
2000,"Casado(a)",36,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Católica","Não se aplica",1
2000,"Casado(a)",76,"Branca","Não se aplica","Fortemente democrata","Protestante","Igreja metodista unida",4
2000,"Casado(a)",45,"Branca","US$ 20000 - 24999","Fortemente republicano","Católica","Não se aplica",2
2000,"Casado(a)",63,"Branca","Se negou a responder","Fortemente republicano","Católica","Não se aplica",NA
2000,"Viúvo(a)",83,"Branca","Não se aplica","Independente, inclinação republicana","Protestante","Igreja metodista unida",6
2000,"Casado(a)",45,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Católica","Não se aplica",NA
2000,"Casado(a)",59,"Branca","Se negou a responder","Fortemente republicano","Católica","Não se aplica",1
2000,"Casado(a)",39,"Branca","US$ 25000 ou mais","Não fortemente democrata","Nenhuma","Não se aplica",2
2000,"Nunca casou",42,"Branca","US$ 25000 ou mais","Independente","Protestante","Batista, não sabe qual",8
2000,"Nunca casou",66,"Branca","US$ 6000 - 6999","Não fortemente repubicano","Católica","Não se aplica",3
2000,"Viúvo(a)",81,"Branca","Não se aplica","Fortemente democrata","Protestante","Sem denominação",8
2000,"Casado(a)",71,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Evangélica luterana",2
2000,"Divorciado(a)",40,"Branca","US$ 4000 - 4999","Não fortemente democrata","Nenhuma","Não se aplica",NA
2000,"Casado(a)",29,"Outra","US$ 15000 - 19999","Outro partido","Protestante","Sem denominação",NA
2000,"Casado(a)",60,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Episcopal",NA
2000,"Casado(a)",40,"Branca","US$ 25000 ou mais","Independente","Protestante","Sínodo luterano",2
2000,"Viúvo(a)",84,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Episcopal",3
2000,"Casado(a)",53,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Presbiteriana, fusionadas",1
2000,"Viúvo(a)",68,"Outra","Não se aplica","Fortemente republicano","Protestante","Sem denominação",4
2000,"Casado(a)",21,"Negra","US$ 5000 - 5999","Independente, inclinação republicana","Protestante","Outra",NA
2000,"Nunca casou",20,"Branca","US$ 4000 - 4999","Independente, inclinação republicana","Católica","Não se aplica",NA
2000,"Casado(a)",57,"Branca","US$ 25000 ou mais","Fortemente democrata","Protestante","Episcopal",2
2000,"Casado(a)",85,"Branca","Não se aplica","Fortemente republicano","Protestante","Sínodo luterano",NA
2000,"Viúvo(a)",64,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Outra",3
2000,"Casado(a)",73,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Presbiteriana, fusionadas",NA
2000,"Divorciado(a)",30,"Branca","Não se aplica","Independente","Nenhuma","Não se aplica",2
2000,"Casado(a)",43,"Branca","US$ 5000 - 5999","Não fortemente repubicano","Protestante","Presbiteriana, fusionadas",0
2000,"Divorciado(a)",38,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Nenhuma","Não se aplica",1
2000,"Casado(a)",54,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Episcopal",3
2000,"Casado(a)",46,"Branca","US$ 8000 - 9999","Independente, inclinação republicana","Protestante","Sem denominação",3
2000,"Casado(a)",68,"Branca","Não se aplica","Independente","Protestante","Sem denominação",3
2000,"Viúvo(a)",74,"Branca","Não se aplica","Independente, inclinação democrata","Protestante","Outra",NA
2000,"Viúvo(a)",85,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Sínodo luterano",NA
2000,"Nunca casou",26,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Outra",NA
2000,"Nunca casou",21,"Outra","US$ 7000 - 7999","Independente","Católica","Não se aplica",NA
2000,"Divorciado(a)",52,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2000,"Separado(a)",31,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Episcopal",NA
2000,"Casado(a)",33,"Outra","US$ 25000 ou mais","Independente","Budismo","Não se aplica",4
2000,"Casado(a)",42,"Branca","US$ 25000 ou mais","Não fortemente repubicano","Protestante","Igreja metodista unida",11
2000,"Nunca casou",35,"Outra","US$ 25000 ou mais","Não fortemente democrata","Católica","Não se aplica",NA
2000,"Viúvo(a)",83,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Igreja luterana americana",5
2000,"Casado(a)",48,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Protestante","Igreja metodista unida",2
2000,"Nunca casou",37,"Branca","US$ 20000 - 24999","Não fortemente democrata","Protestante","Outras batistas",3
2000,"Viúvo(a)",64,"Branca","US$ 20000 - 24999","Não fortemente democrata","Protestante","Igreja metodista unida",2
2000,"Nunca casou",40,"Branca","US$ 25000 ou mais","Não fortemente democrata","Protestante","Evangélica luterana",NA
2000,"Casado(a)",73,"Branca","Não se aplica","Outro partido","Protestante","Outra",6
2000,"Casado(a)",67,"Branca","Não se aplica","Não fortemente democrata","Protestante","Igreja luterana americana",NA
2000,"Casado(a)",31,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Outra",1
2000,"Divorciado(a)",32,"Branca","US$ 25000 ou mais","Não fortemente democrata","Protestante","Outra",4
2000,"Casado(a)",37,"Branca","US$ 10000 - 14999","Independente, inclinação democrata","Nenhuma","Não se aplica",2
2000,"Viúvo(a)",87,"Branca","Não se aplica","Independente","Protestante","Outra",0
2000,"Nunca casou",19,"Branca","US$ 6000 - 6999","Independente","Protestante","Outra",0
2000,"Nunca casou",42,"Branca","US$ 20000 - 24999","Independente","Cristã ortodoxa","Não se aplica",NA
2000,"Casado(a)",54,"Branca","Não se aplica","Independente","Nenhuma","Não se aplica",10
2000,"Separado(a)",56,"Branca","US$ 10000 - 14999","Independente","Protestante","Igreja metodista unida",0
2000,"Divorciado(a)",41,"Branca","US$ 8000 - 9999","Fortemente democrata","Protestante","União presbiteriana de igrejas",2
2000,"Nunca casou",30,"Branca","US$ 25000 ou mais","Fortemente republicano","Protestante","Sem denominação",NA
2000,"Casado(a)",40,"Branca","US$ 20000 - 24999","Fortemente republicano","Protestante","Igreja metodista unida",NA
2000,"Casado(a)",48,"Branca","Se negou a responder","Não fortemente democrata","Protestante","Sem denominação",2
2000,"Casado(a)",60,"Branca","US$ 7000 - 7999","Não fortemente democrata","Protestante","Outra",4
2000,"Casado(a)",61,"Branca","Não se aplica","Independente","Protestante","Outra",3
2000,"Viúvo(a)",33,"Branca","US$ 25000 ou mais","Independente","Nenhuma","Não se aplica",3
2000,"Viúvo(a)",61,"Branca","US$ 15000 - 19999","Não fortemente democrata","Protestante","Outra",NA
2000,"Casado(a)",50,"Branca","US$ 20000 - 24999","Fortemente republicano","Católica","Não se aplica",NA
2000,"Casado(a)",79,"Branca","Não se aplica","Não fortemente repubicano","Protestante","Outra",NA
2000,"Nunca casou",27,"Branca","US$ 8000 - 9999","Não fortemente repubicano","Protestante","Sem denominação",NA
2000,"Nunca casou",22,"Branca","US$ 15000 - 19999","Não fortemente democrata","Protestante","Episcopal",4
2000,"Casado(a)",54,"Branca","Não se aplica","Não fortemente democrata","Católica","Não se aplica",3
2000,"Casado(a)",32,"Branca","US$ 10000 - 14999","Independente, inclinação republicana","Católica","Não se aplica",3
2000,"Nunca casou",48,"Branca","Menos de US$ 1000","Fortemente democrata","Protestante","Igreja metodista unida",2
2000,"Casado(a)",66,"Branca","US$ 6000 - 6999","Independente, inclinação republicana","Protestante","Batista, não sabe qual",2
2000,"Casado(a)",31,"Branca","US$ 15000 - 19999","Independente, inclinação democrata","Protestante","Metodista, não sabe qual",2
2000,"Casado(a)",69,"Negra","Não se aplica","Fortemente democrata","Protestante","Batista, não sabe qual",3
2000,"Casado(a)",51,"Negra","US$ 3000 - 3999","Independente, inclinação democrata","Protestante","Igrejas batistas dos EUA",3
2000,"Divorciado(a)",50,"Negra","US$ 15000 - 19999","Independente","Protestante","Batista, não sabe qual",NA
2000,"Divorciado(a)",34,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Nenhuma","Não se aplica",NA
2000,"Divorciado(a)",38,"Branca","US$ 25000 ou mais","Independente, inclinação republicana","Outra","Não se aplica",NA
2000,"Casado(a)",57,"Branca","US$ 20000 - 24999","Não fortemente repubicano","Protestante","Outra",2
2000,"Casado(a)",45,"Branca","US$ 10000 - 14999","Não fortemente repubicano","Protestante","Associação batista estadounidense",1
2000,"Casado(a)",42,"Branca","US$ 10000 - 14999","Não fortemente democrata","Protestante","União presbiteriana de igrejas",2
2000,"Casado(a)",36,"Branca","US$ 15000 - 19999","Não fortemente repubicano","Protestante","Batistas do sul",1
