"ordem","pid","moradia_classe","moradia_zoneamento","lote_fachada","lote_area","rua_tipo","beco_tipo","lote_formato","terreno_contorno","utilidades","lote_config","terreno_declive","vizinhanca","condicao_1","condicao_2","moradia_tipo","moradia_estilo","geral_qualidade","geral_condicao","construcao_ano","remodelacao_ano","telhado_estilo","telhado_material","exterior_cobertura_1","exterior_cobertura_2","alvenaria_tipo","alvenaria_area","exterior_qualidade","exterior_condicao","fundacao_tipo","porao_qualidade","porao_condicao","porao_exposicao","porao_acabamento_1","porao_area_com_acabamento_1","porao_acabamento_2","porao_area_com_acabamento_2","porao_area_sem_acabamento","porao_area_total","porao_num_banheiros","porao_num_banheiros_lavabos","aquecimento_tipo","aquecimento_qualidade_condicao","ar_condicionado_central","sistema_eletrico_tipo","primeiro_andar_area","segundo_andar_area","acabamento_baixa_qualidade_area","acima_solo_area","acima_solo_num_banheiros","acima_solo_num_lavabos","acima_solo_num_quartos","acima_solo_num_cozinhas","cozinha_qualidade","acima_solo_num_comodos","funcional","total_num_lareiras","lareira_qualidade","garagem_tipo","garagem_ano_construcao","garagem_acabamento","garagem_capacidade_carros","garagem_area","garagem_qualidade","garagem_condicao","entrada_veiculo_pavimentada","deck_madeira_area","varanda_aberta_area","varanda_fechada_area","varanda_3ssn_area","varanda_com_tela_area","piscina_area","piscina_qualidade","cerca_qualidade","funcionalidades_diversas","funcionalidades_valor","venda_mes","venda_ano","venda_tipo","venda_condicao","venda_valor"
879,"0907290210","desenvolvimento de unidade planejada de 1 andar (1946 e mais novas, todos os estilos)","Residencial média densidade",NA,4435,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","College Creek","normal","normal","unidade interna de moradia","um andar","acima da média","média",2003,2003,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","face de tijolo",170,"boa","média","concreto derrramado","boa","média","exposição média","alojamento bom",685,"não finalizado",0,163,848,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",848,0,0,848,1,0,1,1,"boa",4,"funcionalidade típica",0,NA,"anexada à casa",2003,"terminada",2,420,"média","média","Y",140,0,0,0,0,0,NA,NA,NA,0,5,2009,"WD ","venda normal",140000
880,"0907410130","020","Residencial baixa densidade",85,10200,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","College Creek","normal","normal","família única","um andar","muito boa","média",2007,2007,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","face de tijolo",180,"boa","média","concreto derrramado","boa","média","exposição média","alojamento bom",1478,"não finalizado",0,100,1578,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1602,0,0,1602,2,0,3,1,"boa",7,"funcionalidade típica",1,"boa","anexada à casa",2007,"acabamento grosseiro",3,810,"média","média","Y",0,48,0,0,195,0,NA,NA,NA,0,1,2009,"WD ","venda normal",293200
881,"0907412020","060","Residencial baixa densidade",65,9313,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","College Creek","normal","normal","família única","dois andares","boa","média",2004,2004,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"boa","média","concreto derrramado","boa","média","No","não finalizado",0,"não finalizado",0,864,864,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",864,864,0,1728,2,1,3,1,"boa",7,"funcionalidade típica",0,NA,"anexada à casa",2004,"acabamento grosseiro",2,572,"média","média","Y",187,56,0,0,0,0,NA,NA,NA,0,4,2009,"WD ","venda normal",190000
882,"0907414020","020","Residencial baixa densidade",63,8487,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","fachada em dois lados da propriedade","declive leve","College Creek","normal","normal","família única","um andar","boa","média",2004,2004,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","face de tijolo",210,"boa","média","concreto derrramado","boa","média","exposição média","alojamento bom",20,"não finalizado",0,1480,1500,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1500,0,0,1500,2,0,3,1,"boa",6,"funcionalidade típica",0,NA,"anexada à casa",2004,"acabamento grosseiro",2,570,"média","média","Y",192,36,0,0,0,0,NA,NA,NA,0,8,2009,"WD ","venda normal",190000
883,"0907414080","060","Residencial baixa densidade",64,8633,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","fachada em dois lados da propriedade","declive leve","College Creek","normal","normal","família única","dois andares","acima da média","média",2005,2005,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"boa","média","concreto derrramado","boa","média","No","alojamento bom",193,"não finalizado",0,545,738,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",738,738,0,1476,2,1,3,1,"boa",7,"funcionalidade típica",0,NA,"anexada à casa",2005,"terminada",2,540,"média","média","Y",100,35,0,0,0,0,NA,NA,NA,0,2,2009,"WD ","venda normal",173500
884,"0907420040","060","Residencial baixa densidade",85,11069,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","College Creek","normal","normal","família única","dois andares","acima da média","média",2007,2007,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"boa","média","concreto derrramado","boa","média","No","não finalizado",0,"não finalizado",0,608,608,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",608,788,0,1396,2,1,3,1,"boa",6,"funcionalidade típica",1,"boa","embutida",2007,"terminada",2,440,"média","média","Y",100,36,0,0,0,0,NA,NA,NA,0,7,2009,"WD ","venda normal",170000
885,"0908102050","020","Residencial baixa densidade",67,8777,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Edwards","adjacente a rua alimentadora","normal","família única","um andar","abaixo da média","média",1949,2003,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"m\u00e9dia","média","bloco de concreto",NA,NA,NA,NA,0,NA,0,0,0,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1126,0,0,1126,2,0,2,1,"boa",5,"funcionalidade típica",0,NA,"garagem não anexada à casa",2002,"terminada",2,520,"média","média","N",0,96,0,0,0,0,NA,"mínima privacidade",NA,0,5,2009,"WD ","venda normal",108000
886,"0908102270","020","Residencial baixa densidade",75,9937,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Edwards","normal","normal","família única","um andar","média","boa",1964,1999,"quadril","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","boa","concreto derrramado","média","média","No","alojamento abaixo da média",637,"não finalizado",0,849,1486,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1486,0,0,1486,1,0,3,1,"média",7,"funcionalidade típica",0,NA,"garagem não anexada à casa",1968,"terminada",2,480,"média","média","Y",0,0,0,0,0,0,NA,"mínima privacidade",NA,0,3,2009,"WD ","venda normal",167000
887,"0908102290","020","Residencial baixa densidade",67,8877,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive moderado","Edwards","normal","normal","família única","um andar","abaixo da média","acima da média",1938,1958,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","exposição mínima","alojamento médio",690,"não finalizado",0,126,816,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",816,0,0,816,1,0,2,1,"média",3,"funcionalidade típica",1,"boa","garagem não anexada à casa",1958,"não terminada",1,288,"regular","regular","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2009,"WD ","venda normal",100000
888,"0908128060","salão de entrada dividido (split foyer)","Residencial baixa densidade",64,7301,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Edwards","normal","normal","família única","hall de entrada dividido (split foyer)","boa","média",2003,2003,"duas águas","telha padrão (composto)","placa dura","placa dura","face de tijolo",500,"boa","média","laje",NA,NA,NA,NA,0,NA,0,0,0,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",495,1427,0,1922,3,0,4,1,"boa",7,"funcionalidade típica",1,"excelente","embutida",2003,"acabamento grosseiro",2,672,"média","média","Y",0,0,177,0,0,0,NA,NA,NA,0,7,2009,"contrato de baixo pagamento inicial","venda normal",198500
889,"0908151050","060","Residencial baixa densidade",75,7950,"pavimentada",NA,"levemente irregular","bancada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Edwards","normal","normal","família única","dois andares","acima da média","acima da média",1977,1977,"quadril","telha padrão (composto)","placa dura","madeirra compensada","face de tijolo",140,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento abaixo da média",535,"não finalizado",0,155,690,0,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",698,728,0,1426,1,1,3,1,"média",6,"funcionalidade típica",0,NA,"anexada à casa",1977,"terminada",2,440,"média","média","Y",252,0,0,0,0,0,NA,"mínima privacidade",NA,0,7,2009,"WD ","venda normal",159500
890,"0908152035","020","Residencial baixa densidade",80,10682,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Edwards","normal","normal","família única","um andar","abaixo da média","acima da média",1960,1971,"duas águas","telha padrão (composto)","placa dura","placa dura","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","alojamento bom",399,"não finalizado",0,615,1014,1,0,"forno de ar quente a gás","média","Y","disjuntores padrão e Romex",1149,0,0,1149,1,0,3,1,"média",7,"deduções menores 1",0,NA,"mais do que 1 tipo de garagem",1968,"terminada",1,544,"média","média","Y",0,240,0,0,0,0,NA,"mínima privacidade",NA,0,7,2009,"WD ","venda normal",127000
891,"0908152100","dividida ou multinível","Residencial baixa densidade",72,7200,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Edwards","normal","normal","família única","nível dividido (split level)","acima da média","acima da média",1976,1976,"quadril","telha padrão (composto)","tapume de metal","tapume de metal","face de tijolo",255,"m\u00e9dia","média","bloco de concreto","média","média","exposição média","alojamento médio",631,"não finalizado",0,410,1041,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1125,0,0,1125,1,0,3,1,"média",6,"funcionalidade típica",1,"regular","garagem não anexada à casa",1977,"não terminada",1,352,"média","média","Y",296,0,0,0,0,0,NA,"boa madeira",NA,0,10,2009,"WD ","venda anormal",125000
892,"0908154040","020","Residencial baixa densidade",86,13286,"pavimentada",NA,"levemente irregular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Edwards","normal","normal","família única","um andar","excelente","média",2007,2008,"quadril","telha padrão (composto)","placa de cimento","CmentBd","pedra",340,"excelente","média","concreto derrramado","excelente","média","No","alojamento bom",1234,"não finalizado",0,464,1698,1,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",1698,0,0,1698,2,0,3,1,"excelente",8,"funcionalidade típica",1,"boa","anexada à casa",2007,"terminada",3,768,"média","média","Y",327,64,0,0,0,0,NA,NA,NA,0,2,2009,"WD ","venda normal",320000
893,"0908186080","desenvolvimento de unidade planejada (PUD) multinível (incluindo salão de entrada ou nível dividido)","Residencial média densidade",35,3675,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Edwards","normal","normal","unidade interna de moradia","hall de entrada dividido (split foyer)","acima da média","média",2005,2006,"duas águas","telha padrão (composto)","tapume de vinil","tapume de vinil","face de tijolo",80,"m\u00e9dia","média","madeira","boa","média","exposição boa","alojamento bom",547,"não finalizado",0,0,547,1,0,"forno de ar quente a gás","boa","Y","disjuntores padrão e Romex",1072,0,0,1072,1,0,2,1,"média",5,"funcionalidade típica",0,NA,"garagem no porão",2005,"terminada",2,525,"média","média","Y",0,28,0,0,0,0,NA,NA,NA,0,4,2009,"WD ","venda normal",145500
894,"0908201040","020","Residencial baixa densidade",50,9405,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Edwards","normal","normal","família única","um andar","média","excelente",1947,2008,"quadril","telha padrão (composto)","tapume de vinil","tapume de vinil","nenhum",0,"m\u00e9dia","excelente","bloco de concreto","média","média","No","não finalizado",0,"não finalizado",0,698,698,0,1,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",698,0,0,698,1,0,2,1,"média",4,"funcionalidade típica",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,200,0,0,0,0,NA,NA,NA,0,6,2009,"WD ","venda normal",118000
895,"0908203090","020","Residencial baixa densidade",64,6410,"pavimentada",NA,"regular","encosta","todas as utilidades p\u00fablicas","lote interno","declive moderado","Edwards","normal","normal","família única","um andar","abaixo da média","média",1959,1959,"duas águas","telha padrão (composto)","telha de amianto","telha de amianto","nenhum",0,"m\u00e9dia","média","bloco de concreto","média","média","No","baixa qualidade",332,"sala de recreação média",243,301,876,0,0,"forno de ar quente a gás","média","Y","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",876,0,0,876,1,0,3,1,"média",5,"funcionalidade típica",0,NA,"garagem não anexada à casa",1959,"não terminada",1,320,"média","média","Y",0,0,0,0,0,0,NA,"mínima privacidade",NA,0,3,2009,"WD ","venda normal",85000
896,"0908225290","020","Residencial baixa densidade",70,11767,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Edwards","normal","normal","família única","um andar","média","média",1950,1950,"duas águas","telha padrão (composto)","tapume de metal","tapume de metal","nenhum",0,"m\u00e9dia","média","bloco de concreto","regular","média","exposição mínima","sala de recreação média",1078,"não finalizado",0,0,1078,1,0,"forno de ar quente a gás","média","Y","caixa de fusíveis acima de 60 AMP e toda a fiação Romex (média)",1368,0,0,1368,1,0,3,1,"média",6,"deduções menores 1",0,NA,"anexada à casa",1950,"acabamento grosseiro",1,195,"média","média","Y",0,41,211,0,0,0,NA,NA,"galpão",900,6,2009,"WD ","venda normal",120000
897,"0908225370","050","Residencial baixa densidade",50,8405,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote interno","declive leve","Edwards","normal","normal","família única","um andar e meio (segundo nível terminado)","abaixo da média","regular",1945,1950,"duas águas","telha padrão (composto)","telhas de madeira","Wd Shng","nenhum",0,"m\u00e9dia","média","laje",NA,NA,NA,NA,0,NA,0,0,0,0,0,"forno de parede","média","N","caixa de fusíveis de 60 AMP e principalmente fiação Romex (regular)",1088,441,0,1529,2,0,4,1,"média",9,"deduções moderadas",0,NA,"garagem não anexada à casa",1945,"não terminada",1,240,"média","média","N",92,0,185,0,0,0,NA,NA,NA,0,4,2009,"WD ","venda normal",98000
898,"0908229020","030","Residencial baixa densidade",56,4060,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Edwards","adjacente a rua alimentadora","normal","família única","um andar","média","muito boa",1922,1950,"duas águas","telha padrão (composto)","tapume de madeira","tapume de madeira","nenhum",0,"m\u00e9dia","média","concreto derrramado","regular","média","No","não finalizado",0,"não finalizado",0,864,864,0,0,"forno de ar quente a gás","excelente","Y","disjuntores padrão e Romex",864,0,0,864,1,0,2,1,"média",4,"funcionalidade típica",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,96,0,0,0,0,NA,NA,NA,0,7,2009,"WD ","venda normal",99900
899,"0908250030","020","Residencial baixa densidade",74,10206,"pavimentada",NA,"regular","aproximadamente plana/nivelada","todas as utilidades p\u00fablicas","lote de esquina","declive leve","Edwards","normal","normal","família única","um andar","regular","regular",1952,1952,"plano","cascalho","tijolo comum","Brk Cmn","nenhum",0,"m\u00e9dia","média","laje",NA,NA,NA,NA,0,NA,0,0,0,0,0,"água quente a gás ou calor de vapor","regular","N","caixa de fusíveis de 60 AMP e principalmente fiação Romex (regular)",944,0,0,944,1,0,2,1,"regular",4,"deduções menores 1",0,NA,"garagem não anexada à casa",1956,"não terminada",2,528,"média","regular","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2009,"WD ","venda normal",82000
